State,Data Acquisition Time,DO
Andhra Pradesh,04-12-2020 08:30,4.5
Andhra Pradesh,05-11-2020 08:30,4.8
Andhra Pradesh,06-04-2020 08:30,5.1
Andhra Pradesh,07-08-2020 08:30,5
Andhra Pradesh,08-04-2020 08:30,4.9
Andhra Pradesh,09-07-2020 08:30,3.8
Andhra Pradesh,10-03-2020 08:30,3.8
Andhra Pradesh,11-03-2020 08:30,3.9
Andhra Pradesh,12-04-2020 08:30,3.9
Andhra Pradesh,24-06-2019 08:30,5.2
Andhra Pradesh,07-08-2019 08:30,5.7
Andhra Pradesh,08-05-2019 08:30,5.2
Andhra Pradesh,21-09-2019 08:30,5.4
Andhra Pradesh,10-10-2019 08:30,4.3
Andhra Pradesh,13-11-2019 08:30,4.5
Andhra Pradesh,16-12-2019 08:30,4.8
Andhra Pradesh,18-01-2020 08:30,4.5
Andhra Pradesh,02-11-2020 08:30,4.5
Andhra Pradesh,03-09-2020 08:30,4.8
Andhra Pradesh,14-04-2020 08:30,5.2
Andhra Pradesh,05-11-2020 08:30,4.9
Andhra Pradesh,18-06-2020 08:30,4.5
Andhra Pradesh,07-04-2020 08:30,4.2
Andhra Pradesh,08-01-2020 08:30,5
Andhra Pradesh,09-01-2020 08:30,4.4
Andhra Pradesh,27-10-2020 08:30,3.9
Andhra Pradesh,11-09-2020 08:30,3.9
Andhra Pradesh,21-12-2020 08:30,4
Andhra Pradesh,04-10-2019 08:30,5.2
Andhra Pradesh,05-08-2019 08:30,4.8
Andhra Pradesh,06-11-2019 08:30,0.7
Andhra Pradesh,07-08-2019 08:30,3.6
Andhra Pradesh,08-08-2019 08:30,4.9
Andhra Pradesh,09-10-2019 08:30,3.1
Andhra Pradesh,10-09-2019 08:30,2.7
Andhra Pradesh,11-01-2019 08:30,5
Andhra Pradesh,12-03-2019 08:30,5.8
Andhra Pradesh,01-09-2020 08:30,7.5
Andhra Pradesh,02-05-2020 08:30,6.4
Andhra Pradesh,03-02-2020 08:30,6.3
Andhra Pradesh,04-12-2020 08:30,4.7
Andhra Pradesh,05-06-2020 08:30,4
Andhra Pradesh,06-03-2020 08:30,5.4
Andhra Pradesh,07-02-2020 08:30,3.5
Andhra Pradesh,08-05-2020 08:30,2
Andhra Pradesh,09-01-2020 08:30,3
Andhra Pradesh,10-05-2020 08:30,4.2
Andhra Pradesh,11-05-2020 08:30,3.6
Andhra Pradesh,12-02-2020 08:30,6.2
Andhra Pradesh,15-04-2019 08:30,7.5
Andhra Pradesh,05-08-2019 08:30,4.7
Andhra Pradesh,06-11-2019 08:30,5.8
Andhra Pradesh,07-08-2019 08:30,6
Andhra Pradesh,08-08-2019 08:30,4.8
Andhra Pradesh,09-10-2019 08:30,6.7
Andhra Pradesh,10-09-2019 08:30,3.6
Andhra Pradesh,11-01-2019 08:30,1
Andhra Pradesh,12-03-2019 08:30,3.8
Andhra Pradesh,01-09-2020 08:30,2
Andhra Pradesh,02-05-2020 08:30,0.8
Andhra Pradesh,03-02-2020 08:30,2.9
Andhra Pradesh,04-12-2020 08:30,5.1
Andhra Pradesh,05-06-2020 08:30,5.2
Andhra Pradesh,06-03-2020 08:30,0.9
Andhra Pradesh,07-02-2020 08:30,1.5
Andhra Pradesh,08-05-2020 08:30,4
Andhra Pradesh,09-01-2020 08:30,3.5
Andhra Pradesh,10-05-2020 08:30,4.5
Andhra Pradesh,11-05-2020 08:30,3.2
Andhra Pradesh,12-02-2020 08:30,5.6
Andhra Pradesh,14-04-2019 08:30,5.4
Andhra Pradesh,05-04-2019 08:30,5
Andhra Pradesh,06-06-2019 08:30,5.7
Andhra Pradesh,07-11-2019 08:30,5.5
Andhra Pradesh,08-06-2019 08:30,5.3
Andhra Pradesh,17-09-2019 08:30,5.1
Andhra Pradesh,10-10-2019 08:30,4.3
Andhra Pradesh,11-06-2019 08:30,4.8
Andhra Pradesh,12-09-2019 08:30,5.1
Andhra Pradesh,01-07-2020 08:30,5
Andhra Pradesh,02-11-2020 08:30,5.1
Andhra Pradesh,03-10-2020 08:30,4.2
Andhra Pradesh,04-11-2020 08:30,4.8
Andhra Pradesh,05-11-2020 08:30,4.2
Andhra Pradesh,06-08-2020 08:30,4.8
Andhra Pradesh,13-07-2020 08:30,4.3
Andhra Pradesh,08-12-2020 08:30,4.6
Andhra Pradesh,09-08-2020 08:30,4.1
Andhra Pradesh,10-07-2020 08:30,3.9
Andhra Pradesh,11-12-2020 08:30,3.6
Andhra Pradesh,12-10-2020 08:30,3.6
Andhra Pradesh,01-10-2018 08:30,4.1
Andhra Pradesh,02-07-2018 08:30,4
Andhra Pradesh,21-03-2018 08:30,4
Andhra Pradesh,04-04-2018 08:30,4.9
Andhra Pradesh,05-10-2018 08:30,4.6
Andhra Pradesh,06-06-2018 08:30,5
Andhra Pradesh,07-11-2018 08:30,4
Andhra Pradesh,08-02-2018 08:30,6
Andhra Pradesh,09-06-2018 08:30,3.9
Andhra Pradesh,10-05-2018 08:30,5.9
Andhra Pradesh,11-01-2018 08:30,4.1
Andhra Pradesh,12-04-2018 08:30,4.8
Andhra Pradesh,01-05-2019 08:30,5.2
Andhra Pradesh,02-08-2019 08:30,4.4
Andhra Pradesh,03-11-2019 08:30,4.2
Andhra Pradesh,18-04-2019 08:30,4
Andhra Pradesh,05-06-2019 08:30,4
Andhra Pradesh,06-04-2019 08:30,4
Andhra Pradesh,08-09-2019 08:30,4
Andhra Pradesh,21-09-2019 08:30,3.8
Andhra Pradesh,21-10-2019 08:30,4
Andhra Pradesh,12-07-2019 08:30,4.2
Andhra Pradesh,01-11-2020 08:30,4.6
Andhra Pradesh,02-11-2020 08:30,4.2
Andhra Pradesh,03-10-2020 08:30,5.8
Andhra Pradesh,13-04-2020 08:30,4.8
Andhra Pradesh,05-06-2020 08:30,4.2
Andhra Pradesh,06-10-2020 08:30,5.4
Andhra Pradesh,07-07-2020 08:30,5.8
Andhra Pradesh,19-08-2020 08:30,5.4
Andhra Pradesh,09-01-2020 08:30,5.2
Andhra Pradesh,10-09-2020 08:30,5.7
Andhra Pradesh,11-10-2020 08:30,5.7
Andhra Pradesh,29-12-2020 08:30,6
Andhra Pradesh,06-12-2019 08:30,2.1
Andhra Pradesh,19-10-2019 08:30,2
Andhra Pradesh,11-06-2019 08:30,1.8
Andhra Pradesh,12-05-2019 08:30,1.2
Andhra Pradesh,01-06-2020 08:30,1
Andhra Pradesh,02-06-2020 08:30,0.1
Andhra Pradesh,03-11-2020 08:30,2
Andhra Pradesh,13-04-2020 08:30,4
Andhra Pradesh,05-06-2020 08:30,4.5
Andhra Pradesh,06-04-2020 08:30,4
Andhra Pradesh,07-01-2020 08:30,3.5
Andhra Pradesh,08-03-2020 08:30,4.2
Andhra Pradesh,09-07-2020 08:30,3
Andhra Pradesh,10-06-2020 08:30,2.8
Andhra Pradesh,11-02-2020 08:30,3.6
Andhra Pradesh,12-07-2020 08:30,3.1
Andhra Pradesh,01-06-2020 08:30,0.1
Andhra Pradesh,02-06-2020 08:30,0.1
Andhra Pradesh,20-03-2020 08:30,0.1
Andhra Pradesh,14-04-2020 08:30,2.9
Andhra Pradesh,05-07-2020 08:30,0.5
Andhra Pradesh,06-04-2020 08:30,0.1
Andhra Pradesh,07-01-2020 08:30,3
Andhra Pradesh,08-03-2020 08:30,1.6
Andhra Pradesh,09-07-2020 08:30,0.3
Andhra Pradesh,10-06-2020 08:30,0.3
Andhra Pradesh,11-02-2020 08:30,1.3
Andhra Pradesh,16-01-2020 08:30,3.2
Andhra Pradesh,18-02-2020 08:30,5.1
Andhra Pradesh,03-03-2020 08:30,4.5
Andhra Pradesh,04-06-2020 08:30,5.5
Andhra Pradesh,16-05-2020 08:30,4.2
Andhra Pradesh,16-06-2020 08:30,4.5
Andhra Pradesh,16-07-2020 08:30,4.1
Andhra Pradesh,18-08-2020 08:30,4.1
Andhra Pradesh,19-09-2020 08:30,3.7
Andhra Pradesh,10-09-2020 08:30,4.3
Andhra Pradesh,11-12-2020 08:30,4
Andhra Pradesh,18-12-2020 08:30,3.7
Andhra Pradesh,01-04-2020 08:30,2
Andhra Pradesh,02-06-2020 08:30,2.4
Andhra Pradesh,03-03-2020 08:30,1.5
Andhra Pradesh,04-11-2020 08:30,1.2
Andhra Pradesh,05-04-2020 08:30,1.6
Andhra Pradesh,06-02-2020 08:30,1.2
Andhra Pradesh,08-04-2020 08:30,2.5
Andhra Pradesh,09-03-2020 08:30,1.9
Andhra Pradesh,10-01-2020 08:30,3
Andhra Pradesh,11-03-2020 08:30,6
Andhra Pradesh,12-04-2020 08:30,5.3
Andhra Pradesh,01-10-2018 08:30,5.8
Andhra Pradesh,02-05-2018 08:30,5.5
Andhra Pradesh,03-04-2018 08:30,5.8
Andhra Pradesh,04-11-2018 08:30,6.2
Andhra Pradesh,05-01-2018 08:30,5.8
Andhra Pradesh,06-07-2018 08:30,5.8
Andhra Pradesh,07-11-2018 08:30,6.6
Andhra Pradesh,08-03-2018 08:30,5.8
Andhra Pradesh,09-11-2018 08:30,4.5
Andhra Pradesh,10-10-2018 08:30,5.8
Andhra Pradesh,11-12-2018 08:30,5.4
Andhra Pradesh,12-10-2018 08:30,5.8
Andhra Pradesh,01-04-2019 08:30,4.8
Andhra Pradesh,15-02-2019 08:30,4.5
Andhra Pradesh,03-12-2019 08:30,5
Andhra Pradesh,04-01-2019 08:30,5
Andhra Pradesh,05-04-2019 08:30,3.5
Andhra Pradesh,06-06-2019 08:30,3
Andhra Pradesh,07-05-2019 08:30,3.4
Andhra Pradesh,08-03-2019 08:30,3.1
Andhra Pradesh,09-03-2019 08:30,3.5
Andhra Pradesh,10-04-2019 08:30,4
Andhra Pradesh,11-02-2019 08:30,1.5
Andhra Pradesh,12-05-2019 08:30,1.6
Andhra Pradesh,01-04-2020 08:30,1
Andhra Pradesh,02-06-2020 08:30,2.7
Andhra Pradesh,03-03-2020 08:30,7.3
Andhra Pradesh,04-11-2020 08:30,1.1
Andhra Pradesh,05-04-2020 08:30,1.4
Andhra Pradesh,06-02-2020 08:30,4.3
Andhra Pradesh,08-04-2020 08:30,2
Andhra Pradesh,09-03-2020 08:30,1.5
Andhra Pradesh,10-01-2020 08:30,4
Andhra Pradesh,11-03-2020 08:30,4
Andhra Pradesh,12-04-2020 08:30,5.5
Andhra Pradesh,22-01-2018 08:30,6.6
Andhra Pradesh,02-05-2018 08:30,5.4
Andhra Pradesh,13-03-2018 08:30,5.7
Andhra Pradesh,24-04-2018 08:30,5.9
Andhra Pradesh,05-10-2018 08:30,5.6
Andhra Pradesh,06-07-2018 08:30,6.2
Andhra Pradesh,07-09-2018 08:30,6.6
Andhra Pradesh,13-08-2018 08:30,7
Andhra Pradesh,09-07-2018 08:30,6.8
Andhra Pradesh,10-06-2018 08:30,6.8
Andhra Pradesh,11-09-2018 08:30,6.6
Andhra Pradesh,13-12-2018 08:30,6.8
Andhra Pradesh,01-03-2019 08:30,6.8
Andhra Pradesh,02-07-2019 08:30,6.5
Andhra Pradesh,03-06-2019 08:30,5.9
Andhra Pradesh,04-10-2019 08:30,5.7
Andhra Pradesh,17-05-2019 08:30,5.5
Andhra Pradesh,15-06-2019 08:30,5.4
Andhra Pradesh,07-06-2019 08:30,6
Andhra Pradesh,08-08-2019 08:30,5.9
Andhra Pradesh,13-09-2019 08:30,7.1
Andhra Pradesh,10-09-2019 08:30,6.8
Andhra Pradesh,19-11-2019 08:30,5.6
Andhra Pradesh,17-12-2019 08:30,6.3
Andhra Pradesh,01-09-2020 08:30,5.5
Andhra Pradesh,02-10-2020 08:30,5.7
Andhra Pradesh,03-03-2020 08:30,5.7
Andhra Pradesh,14-04-2020 08:30,6.2
Andhra Pradesh,05-01-2020 08:30,5.5
Andhra Pradesh,05-12-2020 08:30,5.5
Andhra Pradesh,06-10-2020 08:30,5.4
Andhra Pradesh,07-08-2020 08:30,5.7
Andhra Pradesh,08-10-2020 08:30,5.6
Andhra Pradesh,09-02-2020 08:30,6.6
Andhra Pradesh,17-10-2020 08:30,6.3
Andhra Pradesh,11-07-2020 08:30,6.3
Andhra Pradesh,12-08-2020 08:30,5.8
Andhra Pradesh,05-10-2018 08:30,2.1
Andhra Pradesh,06-07-2018 08:30,3.3
Andhra Pradesh,07-10-2018 08:30,2
Andhra Pradesh,08-07-2018 08:30,3.9
Andhra Pradesh,09-06-2018 08:30,2.4
Andhra Pradesh,10-10-2018 08:30,5
Andhra Pradesh,11-08-2018 08:30,44.1
Andhra Pradesh,12-12-2018 08:30,3.6
Andhra Pradesh,01-10-2019 08:30,2.6
Andhra Pradesh,02-09-2019 08:30,5.7
Andhra Pradesh,03-06-2019 08:30,5
Andhra Pradesh,04-09-2019 08:30,4.2
Andhra Pradesh,05-03-2019 08:30,3.2
Andhra Pradesh,01-09-2020 08:30,0.1
Andhra Pradesh,02-07-2020 08:30,0.1
Andhra Pradesh,03-06-2020 08:30,0.1
Andhra Pradesh,14-04-2020 08:30,2.1
Andhra Pradesh,05-06-2020 08:30,3.4
Andhra Pradesh,06-08-2020 08:30,4.7
Andhra Pradesh,07-07-2020 08:30,4.7
Andhra Pradesh,08-10-2020 08:30,3.3
Andhra Pradesh,09-07-2020 08:30,0.3
Andhra Pradesh,13-10-2020 08:30,2.3
Andhra Pradesh,11-11-2020 08:30,2.2
Andhra Pradesh,12-08-2020 08:30,3.4
Andhra Pradesh,29-06-2019 08:30,5.8
Andhra Pradesh,30-07-2019 08:30,5.5
Andhra Pradesh,29-08-2019 08:30,5.8
Andhra Pradesh,30-09-2019 08:30,5.5
Andhra Pradesh,10-10-2019 08:30,5.2
Andhra Pradesh,13-11-2019 08:30,4.1
Andhra Pradesh,16-12-2019 08:30,4.6
Andhra Pradesh,30-01-2020 08:30,4.4
Andhra Pradesh,20-02-2020 08:30,4.9
Andhra Pradesh,15-04-2020 08:30,5
Andhra Pradesh,18-05-2020 08:30,5
Andhra Pradesh,30-06-2020 08:30,5.2
Andhra Pradesh,22-07-2020 08:30,4.9
Andhra Pradesh,26-08-2020 08:30,4.6
Andhra Pradesh,15-09-2020 08:30,4.2
Andhra Pradesh,16-10-2020 08:30,4.1
Andhra Pradesh,11-10-2020 08:30,3.7
Andhra Pradesh,28-12-2020 08:30,3.8
Andhra Pradesh,01-04-2018 08:30,6.5
Andhra Pradesh,02-05-2018 08:30,6.4
Andhra Pradesh,03-06-2018 08:30,6.6
Andhra Pradesh,04-06-2018 08:30,7.2
Andhra Pradesh,05-05-2018 08:30,6.3
Andhra Pradesh,06-07-2018 08:30,5.2
Andhra Pradesh,07-10-2018 08:30,5.8
Andhra Pradesh,08-09-2018 08:30,6.2
Andhra Pradesh,09-07-2018 08:30,5.1
Andhra Pradesh,10-04-2018 08:30,6.3
Andhra Pradesh,11-06-2018 08:30,6
Andhra Pradesh,12-06-2018 08:30,6.5
Andhra Pradesh,01-07-2019 08:30,6.4
Andhra Pradesh,02-11-2019 08:30,6
Andhra Pradesh,03-05-2019 08:30,5.8
Andhra Pradesh,04-08-2019 08:30,6.1
Andhra Pradesh,05-08-2019 08:30,7.5
Andhra Pradesh,06-10-2019 08:30,6.5
Andhra Pradesh,07-08-2019 08:30,5.5
Andhra Pradesh,13-08-2019 08:30,6.2
Andhra Pradesh,09-12-2019 08:30,6.7
Andhra Pradesh,10-08-2019 08:30,8.6
Andhra Pradesh,11-05-2019 08:30,7.8
Andhra Pradesh,12-05-2019 08:30,8
Andhra Pradesh,01-02-2020 08:30,6.5
Andhra Pradesh,02-06-2020 08:30,6.2
Andhra Pradesh,04-12-2020 08:30,6.3
Andhra Pradesh,05-10-2020 08:30,6.5
Andhra Pradesh,06-05-2020 08:30,7.2
Andhra Pradesh,07-09-2020 08:30,7.5
Andhra Pradesh,08-05-2020 08:30,7.6
Andhra Pradesh,09-05-2020 08:30,8.2
Andhra Pradesh,10-08-2020 08:30,5.8
Andhra Pradesh,11-06-2020 08:30,8.5
Andhra Pradesh,12-07-2020 08:30,6.8
Andhra Pradesh,01-10-2018 08:30,4.6
Andhra Pradesh,02-09-2018 08:30,4.5
Andhra Pradesh,03-10-2018 08:30,4.8
Andhra Pradesh,04-02-2018 08:30,5.5
Andhra Pradesh,05-03-2018 08:30,5.8
Andhra Pradesh,06-04-2018 08:30,5.2
Andhra Pradesh,07-02-2018 08:30,5.7
Andhra Pradesh,08-10-2018 08:30,6.2
Andhra Pradesh,09-10-2018 08:30,5.4
Andhra Pradesh,10-04-2018 08:30,4.9
Andhra Pradesh,11-08-2018 08:30,5
Andhra Pradesh,12-03-2018 08:30,5.5
Andhra Pradesh,01-05-2019 08:30,5.9
Andhra Pradesh,02-06-2019 08:30,5.2
Andhra Pradesh,03-05-2019 08:30,4.9
Andhra Pradesh,05-01-2019 08:30,4.8
Andhra Pradesh,06-01-2019 08:30,4.9
Andhra Pradesh,07-09-2019 08:30,5.1
Andhra Pradesh,08-03-2019 08:30,4.9
Andhra Pradesh,09-05-2019 08:30,4.8
Andhra Pradesh,10-09-2019 08:30,4.8
Andhra Pradesh,11-06-2019 08:30,4.6
Andhra Pradesh,12-05-2019 08:30,4.8
Andhra Pradesh,01-01-2020 08:30,4.4
Andhra Pradesh,02-01-2020 08:30,4.2
Andhra Pradesh,03-07-2020 08:30,5.4
Andhra Pradesh,04-08-2020 08:30,5.8
Andhra Pradesh,05-06-2020 08:30,5.8
Andhra Pradesh,06-03-2020 08:30,5.4
Andhra Pradesh,07-10-2020 08:30,5.8
Andhra Pradesh,08-07-2020 08:30,5.7
Andhra Pradesh,09-07-2020 08:30,5.9
Andhra Pradesh,10-01-2020 08:30,6.5
Andhra Pradesh,11-06-2020 08:30,5.6
Andhra Pradesh,12-10-2020 08:30,5.9
Andhra Pradesh,14-04-2020 08:30,4.2
Andhra Pradesh,15-10-2020 08:30,3.9
Andhra Pradesh,04-09-2020 08:30,4
Arunachal Pradesh,22-11-2021 08:30,0.5
Arunachal Pradesh,19-12-2021 08:30,6.3
Arunachal Pradesh,22-11-2021 08:30,0.5
Arunachal Pradesh,19-12-2021 08:30,7
Arunachal Pradesh,22-11-2021 08:30,0.6
Arunachal Pradesh,19-12-2021 08:30,6.5
Arunachal Pradesh,01-06-2021 08:30,6
Arunachal Pradesh,02-08-2021 08:30,5.8
Arunachal Pradesh,03-02-2021 08:30,6
Arunachal Pradesh,22-04-2021 08:30,5.4
Arunachal Pradesh,05-09-2021 08:30,5.1
Arunachal Pradesh,28-07-2021 08:30,6
Arunachal Pradesh,08-09-2021 08:30,5.8
Arunachal Pradesh,13-09-2021 08:30,5.8
Arunachal Pradesh,19-10-2021 08:30,6
Arunachal Pradesh,16-11-2021 08:30,6.4
Arunachal Pradesh,12-07-2021 08:30,5.5
Assam,29-01-2018 08:30,5.5
Assam,26-02-2018 08:30,5.6
Assam,26-03-2018 08:30,5.7
Assam,24-04-2018 08:30,5.7
Assam,24-05-2018 08:30,5.6
Assam,26-06-2018 08:30,5.7
Assam,24-07-2018 08:30,5.6
Assam,28-08-2018 08:30,5.6
Assam,27-09-2018 08:30,5.6
Assam,30-10-2018 08:30,5.8
Assam,26-11-2018 08:30,5.8
Assam,19-12-2018 08:30,5.8
Assam,24-01-2019 08:30,5.9
Assam,25-02-2019 08:30,5.7
Assam,26-03-2019 08:30,5.9
Assam,24-04-2019 08:30,5.9
Assam,20-05-2019 08:30,5.7
Assam,17-06-2019 08:30,6.1
Assam,17-07-2019 08:30,6.2
Assam,26-08-2019 08:30,6.1
Assam,23-09-2019 08:30,6.1
Assam,30-10-2019 08:30,5.9
Assam,27-11-2019 08:30,5.9
Assam,20-12-2019 08:30,5.8
Assam,29-01-2020 08:30,5.8
Assam,19-02-2020 08:30,5.8
Assam,28-05-2020 08:30,5.7
Assam,24-06-2020 08:30,5.5
Assam,22-09-2020 08:30,5.6
Assam,27-10-2020 08:30,6
Assam,17-11-2020 08:30,5.9
Assam,16-12-2020 08:30,6
Assam,01-08-2018 08:30,5.4
Assam,02-07-2018 08:30,5.5
Assam,03-12-2018 08:30,5.6
Assam,04-09-2018 08:30,5.6
Assam,05-09-2018 08:30,5.7
Assam,13-06-2018 08:30,5.6
Assam,16-07-2018 08:30,5.7
Assam,16-08-2018 08:30,5.7
Assam,13-09-2018 08:30,5.7
Assam,23-10-2018 08:30,5.7
Assam,19-11-2018 08:30,5.6
Assam,19-12-2018 08:30,5.5
Assam,21-01-2019 08:30,5.6
Assam,13-02-2019 08:30,5.7
Assam,13-03-2019 08:30,5.7
Assam,04-08-2019 08:30,5.7
Assam,05-08-2019 08:30,5.8
Assam,06-11-2019 08:30,5.7
Assam,07-10-2019 08:30,5.8
Assam,13-08-2019 08:30,5.7
Assam,09-09-2019 08:30,5.8
Assam,22-10-2019 08:30,5.7
Assam,11-06-2019 08:30,5.7
Assam,12-11-2019 08:30,5.7
Assam,01-09-2020 08:30,5.7
Assam,02-10-2020 08:30,5.8
Assam,16-03-2020 08:30,5.9
Assam,04-11-2020 08:30,5.9
Assam,14-05-2020 08:30,5.8
Assam,24-06-2020 08:30,5.2
Assam,24-08-2020 08:30,5.8
Assam,14-09-2020 08:30,5.7
Assam,13-10-2020 08:30,5.7
Assam,11-10-2020 08:30,5.5
Assam,12-09-2020 08:30,5.6
Assam,18-06-2019 08:30,5.9
Assam,07-08-2019 08:30,6.4
Assam,08-06-2019 08:30,6.7
Assam,09-05-2019 08:30,5.3
Assam,14-10-2019 08:30,5.9
Assam,11-07-2019 08:30,10.2
Assam,12-06-2019 08:30,9.4
Assam,01-06-2020 08:30,10.2
Assam,02-03-2020 08:30,7
Assam,03-04-2020 08:30,6.5
Assam,04-12-2020 08:30,10
Assam,05-12-2020 08:30,8.2
Assam,13-08-2020 08:30,6.1
Assam,09-02-2020 08:30,6.2
Assam,10-06-2020 08:30,9.7
Assam,11-05-2020 08:30,7.4
Assam,12-04-2020 08:30,9
Assam,18-06-2019 08:30,6.8
Assam,07-08-2019 08:30,5.7
Assam,08-06-2019 08:30,6.3
Assam,09-05-2019 08:30,5.3
Assam,14-10-2019 08:30,6.8
Assam,11-07-2019 08:30,6.2
Assam,12-06-2019 08:30,9.3
Assam,01-06-2020 08:30,10.1
Assam,02-03-2020 08:30,8.4
Assam,03-04-2020 08:30,6.9
Assam,04-12-2020 08:30,10.1
Assam,05-12-2020 08:30,8.1
Assam,06-08-2020 08:30,5.8
Assam,13-08-2020 08:30,6.2
Assam,09-02-2020 08:30,5.7
Assam,10-06-2020 08:30,7.4
Assam,11-05-2020 08:30,6.6
Assam,12-03-2020 08:30,6.2
Assam,01-08-2018 08:30,6.5
Assam,02-07-2018 08:30,7
Assam,03-12-2018 08:30,6.6
Assam,04-10-2018 08:30,5.5
Assam,05-09-2018 08:30,5.8
Assam,13-06-2018 08:30,6.8
Assam,16-07-2018 08:30,6.8
Assam,16-08-2018 08:30,6.8
Assam,13-09-2018 08:30,7.7
Assam,30-10-2018 08:30,5.8
Assam,19-11-2018 08:30,6.3
Assam,13-12-2018 08:30,5.5
Assam,21-01-2019 08:30,6.8
Assam,14-02-2019 08:30,5.5
Assam,13-03-2019 08:30,6.2
Assam,25-04-2019 08:30,4.8
Assam,13-05-2019 08:30,6.3
Assam,17-06-2019 08:30,6.8
Assam,29-07-2019 08:30,6.8
Assam,13-08-2019 08:30,6.2
Assam,09-09-2019 08:30,5.5
Assam,23-10-2019 08:30,5.6
Assam,19-11-2019 08:30,5.6
Assam,18-12-2019 08:30,5.8
Assam,01-06-2020 08:30,6
Assam,02-05-2020 08:30,5.6
Assam,03-11-2020 08:30,5.2
Assam,05-11-2020 08:30,6
Assam,06-08-2020 08:30,6.6
Assam,08-10-2020 08:30,5.2
Assam,09-10-2020 08:30,6.2
Assam,10-12-2020 08:30,6.6
Assam,11-09-2020 08:30,6.4
Assam,16-12-2020 08:30,6.4
Assam,01-08-2018 08:30,5.2
Assam,02-07-2018 08:30,5.3
Assam,03-12-2018 08:30,3.1
Assam,04-09-2018 08:30,4.6
Assam,05-09-2018 08:30,5.3
Assam,13-06-2018 08:30,4.8
Assam,16-07-2018 08:30,5.6
Assam,16-08-2018 08:30,4.9
Assam,13-09-2018 08:30,4.8
Assam,23-10-2018 08:30,4.8
Assam,19-11-2018 08:30,4.8
Assam,12-11-2018 08:30,4.9
Assam,21-01-2019 08:30,4.8
Assam,13-02-2019 08:30,4.7
Assam,13-03-2019 08:30,4.8
Assam,04-08-2019 08:30,4.7
Assam,05-08-2019 08:30,4.8
Assam,06-11-2019 08:30,5.8
Assam,07-10-2019 08:30,5.8
Assam,13-08-2019 08:30,5.8
Assam,09-09-2019 08:30,5.8
Assam,22-10-2019 08:30,5.2
Assam,11-06-2019 08:30,4.8
Assam,12-11-2019 08:30,4.8
Assam,01-09-2020 08:30,4.8
Assam,02-10-2020 08:30,4.8
Assam,16-03-2020 08:30,4.7
Assam,14-05-2020 08:30,4.6
Assam,24-06-2020 08:30,4.1
Assam,24-08-2020 08:30,4.1
Assam,14-09-2020 08:30,4.3
Assam,13-10-2020 08:30,4.8
Assam,11-10-2020 08:30,5.2
Assam,12-09-2020 08:30,5.1
Assam,30-01-2018 08:30,6
Assam,27-02-2018 08:30,6.2
Assam,27-03-2018 08:30,6
Assam,20-04-2018 08:30,5.8
Assam,18-05-2018 08:30,5.6
Assam,21-06-2018 08:30,6.3
Assam,25-07-2018 08:30,6.3
Assam,28-08-2018 08:30,6.6
Assam,26-09-2018 08:30,7
Assam,26-10-2018 08:30,5.7
Assam,28-11-2018 08:30,6.2
Assam,20-12-2018 08:30,7
Assam,30-01-2019 08:30,5.8
Assam,27-02-2019 08:30,6.3
Assam,29-03-2019 08:30,5.8
Assam,30-04-2019 08:30,5.8
Assam,28-05-2019 08:30,6
Assam,26-06-2019 08:30,6.3
Assam,24-07-2019 08:30,6.8
Assam,27-08-2019 08:30,6.5
Assam,24-09-2019 08:30,6
Assam,31-10-2019 08:30,6.4
Assam,28-11-2019 08:30,5.8
Assam,21-12-2019 08:30,5.8
Assam,30-01-2020 08:30,6.4
Assam,20-02-2020 08:30,5.6
Assam,27-05-2020 08:30,5.5
Assam,25-06-2020 08:30,6.4
Assam,26-08-2020 08:30,6.3
Assam,23-09-2020 08:30,6
Assam,28-10-2020 08:30,6
Assam,18-11-2020 08:30,6.2
Assam,22-12-2020 08:30,5.7
Assam,29-01-2018 08:30,5.4
Assam,26-02-2018 08:30,5.3
Assam,26-03-2018 08:30,5.4
Assam,23-04-2018 08:30,5.2
Assam,21-05-2018 08:30,5.2
Assam,25-06-2018 08:30,5.5
Assam,25-07-2018 08:30,5.3
Assam,27-08-2018 08:30,5.4
Assam,25-09-2018 08:30,5
Assam,29-10-2018 08:30,5.1
Assam,27-11-2018 08:30,5.2
Assam,19-12-2018 08:30,5.3
Assam,24-01-2019 08:30,5.4
Assam,26-02-2019 08:30,5.6
Assam,26-03-2019 08:30,5.7
Assam,29-04-2019 08:30,5.6
Assam,20-05-2019 08:30,4.9
Assam,26-06-2019 08:30,5.7
Assam,29-07-2019 08:30,5.2
Assam,26-08-2019 08:30,5.1
Assam,23-09-2019 08:30,5.5
Assam,29-10-2019 08:30,5.5
Assam,25-11-2019 08:30,5.7
Assam,30-12-2019 08:30,5.3
Assam,29-01-2020 08:30,5.3
Assam,24-02-2020 08:30,5.1
Assam,04-11-2020 08:30,5.7
Assam,15-06-2020 08:30,5.6
Assam,17-08-2020 08:30,5.9
Assam,21-09-2020 08:30,5.5
Assam,19-10-2020 08:30,5.3
Assam,17-11-2020 08:30,5.6
Assam,14-12-2020 08:30,5.9
Assam,05-05-2020 08:30,1
Assam,06-03-2020 08:30,0.8
Assam,22-07-2020 08:30,1.1
Assam,08-04-2020 08:30,0
Assam,09-02-2020 08:30,0
Assam,10-05-2020 08:30,0
Assam,01-04-2018 08:30,7.3
