State,Data Acquisition Time,pH
Goa,05-10-2019 08:30,7.5
Goa,06-11-2019 08:30,7.5
Goa,29-07-2019 08:30,6.6
Goa,30-08-2019 08:30,7.4
Goa,27-09-2019 08:30,7.8
Goa,29-11-2019 08:30,7.6
Goa,23-12-2019 08:30,7.3
Goa,28-01-2020 08:30,7.6
Goa,25-02-2020 08:30,7.7
Goa,17-04-2020 08:30,7.4
Goa,05-04-2020 08:30,7.6
Goa,06-01-2020 08:30,7.6
Goa,07-07-2020 08:30,7
Goa,08-04-2020 08:30,6.8
Goa,09-09-2020 08:30,6.9
Goa,20-10-2020 08:30,6.7
Goa,13-11-2020 08:30,7.5
Goa,01-03-2018 08:30,7.99
Goa,02-07-2018 08:30,7.36
Goa,14-03-2018 08:30,7.92
Goa,04-03-2018 08:30,8
Goa,05-09-2018 08:30,7.41
Goa,06-06-2018 08:30,8.04
Goa,07-04-2018 08:30,7.04
Goa,20-08-2018 08:30,7.49
Goa,09-05-2018 08:30,7.9
Goa,17-10-2018 08:30,7.5
Goa,11-09-2018 08:30,7.2
Goa,12-10-2018 08:30,7.3
Goa,01-09-2019 08:30,7.9
Goa,02-11-2019 08:30,8.1
Goa,03-01-2019 08:30,7.6
Goa,04-08-2019 08:30,7.1
Goa,05-10-2019 08:30,7.6
Goa,29-06-2019 08:30,8.2
Goa,29-07-2019 08:30,6.5
Goa,30-08-2019 08:30,7.3
Goa,27-09-2019 08:30,7.8
Goa,29-11-2019 08:30,7.8
Goa,23-12-2019 08:30,7.7
Goa,01-10-2020 08:30,7.8
Goa,25-02-2020 08:30,8
Goa,20-04-2020 08:30,7.9
Goa,05-12-2020 08:30,7.8
Goa,06-02-2020 08:30,7.6
Goa,07-07-2020 08:30,7.2
Goa,08-04-2020 08:30,7.2
Goa,09-09-2020 08:30,7.5
Goa,20-10-2020 08:30,7.5
Goa,13-11-2020 08:30,7.7
Goa,01-01-2018 08:30,6.9
Goa,02-02-2018 08:30,7.05
Goa,03-12-2018 08:30,6.96
Goa,04-02-2018 08:30,6.93
Goa,05-07-2018 08:30,7.1
Goa,06-11-2018 08:30,7.4
Goa,07-02-2018 08:30,6.63
Goa,13-08-2018 08:30,7.19
Goa,09-03-2018 08:30,6.51
Goa,10-01-2018 08:30,6.6
Goa,11-02-2018 08:30,6.56
Goa,12-10-2018 08:30,6.7
Goa,01-07-2019 08:30,6.2
Goa,02-01-2019 08:30,7.2
Goa,19-03-2019 08:30,7
Goa,04-08-2019 08:30,7
Goa,13-05-2019 08:30,7.3
Goa,06-11-2019 08:30,7.4
Goa,19-07-2019 08:30,7.4
Goa,08-06-2019 08:30,7.5
Goa,16-09-2019 08:30,6.3
Goa,18-11-2019 08:30,6.7
Goa,12-04-2019 08:30,7
Goa,01-03-2020 08:30,6.6
Goa,02-03-2020 08:30,6.8
Goa,03-02-2020 08:30,6.8
Goa,04-08-2020 08:30,7.3
Goa,05-04-2020 08:30,7.1
Goa,06-01-2020 08:30,7.1
Goa,07-01-2020 08:30,6.7
Goa,08-03-2020 08:30,6.7
Goa,09-07-2020 08:30,6.7
Goa,10-05-2020 08:30,6.4
Goa,11-02-2020 08:30,6.2
Goa,01-05-2018 08:30,6.91
Goa,02-09-2018 08:30,6.69
Goa,13-07-2018 08:30,7.31
Goa,21-08-2018 08:30,6.77
Goa,17-09-2018 08:30,6.95
Goa,10-10-2018 08:30,6.6
Goa,11-12-2018 08:30,6.86
Goa,18-12-2018 08:30,7.4
Goa,02-06-2019 08:30,7.9
Goa,29-06-2019 08:30,6.4
Goa,29-07-2019 08:30,6.3
Goa,20-08-2019 08:30,7.8
Goa,17-09-2019 08:30,6.8
Goa,20-11-2019 08:30,6.7
Goa,12-09-2019 08:30,6.7
Goa,01-07-2020 08:30,6.6
Goa,02-05-2020 08:30,6.7
Goa,03-04-2020 08:30,Other
Goa,07-06-2020 08:30,6.8
Goa,08-05-2020 08:30,7.2
Goa,09-09-2020 08:30,6.8
Goa,10-07-2020 08:30,6.7
Goa,11-04-2020 08:30,6.7
Goa,01-05-2018 08:30,7.27
Goa,02-09-2018 08:30,6.89
Goa,16-03-2018 08:30,7.55
Goa,04-04-2018 08:30,7.4
Goa,14-05-2018 08:30,7.58
Goa,06-08-2018 08:30,7.08
Goa,13-07-2018 08:30,6.96
Goa,21-08-2018 08:30,6.71
Goa,17-09-2018 08:30,7.54
Goa,10-12-2018 08:30,7.6
Goa,11-12-2018 08:30,7.04
Goa,18-12-2018 08:30,7.5
Goa,01-11-2019 08:30,7.1
Goa,02-06-2019 08:30,7.5
Goa,25-03-2019 08:30,7.4
Goa,15-04-2019 08:30,7.7
Goa,20-05-2019 08:30,7.9
Goa,29-06-2019 08:30,6.7
Goa,29-07-2019 08:30,6.5
Goa,20-08-2019 08:30,7.7
Goa,17-09-2019 08:30,6.8
Goa,20-11-2019 08:30,6.8
Goa,12-09-2019 08:30,6.7
Goa,01-07-2020 08:30,7.1
Goa,02-05-2020 08:30,6.9
Goa,03-04-2020 08:30,7.2
Goa,17-04-2020 08:30,6.9
Goa,05-06-2020 08:30,7.4
Goa,06-03-2020 08:30,7.1
Goa,07-06-2020 08:30,6.9
Goa,08-05-2020 08:30,7.2
Goa,09-09-2020 08:30,6.9
Goa,10-07-2020 08:30,7
Goa,11-04-2020 08:30,6.6
Goa,01-05-2018 08:30,7.98
Goa,02-09-2018 08:30,7.04
Goa,16-03-2018 08:30,8.1
Goa,04-04-2018 08:30,7.9
Goa,15-05-2018 08:30,7.61
Goa,06-08-2018 08:30,7.48
Goa,13-07-2018 08:30,7.28
Goa,21-08-2018 08:30,7.4
Goa,17-09-2018 08:30,7.95
Goa,10-12-2018 08:30,8
Goa,11-12-2018 08:30,7.18
Goa,18-12-2018 08:30,7.5
Goa,01-11-2019 08:30,8
Goa,02-06-2019 08:30,7.8
Goa,25-03-2019 08:30,8
Goa,22-04-2019 08:30,7.8
Goa,20-05-2019 08:30,8
Goa,29-06-2019 08:30,6.9
Goa,29-07-2019 08:30,6.8
Goa,20-08-2019 08:30,7.9
Goa,17-09-2019 08:30,7.5
Goa,20-11-2019 08:30,7.5
Goa,12-09-2019 08:30,7.5
Goa,01-07-2020 08:30,7.9
Goa,02-05-2020 08:30,7.6
Goa,03-04-2020 08:30,7.1
Goa,17-04-2020 08:30,7.9
Goa,05-06-2020 08:30,7.7
Goa,06-03-2020 08:30,7.8
Goa,07-06-2020 08:30,7.8
Goa,08-05-2020 08:30,6.8
Goa,09-09-2020 08:30,7.3
Goa,10-07-2020 08:30,7.2
Goa,11-04-2020 08:30,7.7
Goa,12-09-2020 08:30,7.19
Goa,01-03-2018 08:30,6.79
Goa,02-07-2018 08:30,7.8
Goa,14-03-2018 08:30,6.02
Goa,04-10-2018 08:30,6.94
Goa,05-11-2018 08:30,7.66
Goa,06-06-2018 08:30,7.55
Goa,07-05-2018 08:30,6.67
Goa,20-08-2018 08:30,6.87
Goa,09-05-2018 08:30,6.79
Goa,10-12-2018 08:30,6.9
Goa,11-09-2018 08:30,7.82
Goa,18-12-2018 08:30,6.3
Goa,14-01-2019 08:30,6.3
Goa,02-05-2019 08:30,6.5
Goa,22-03-2019 08:30,7.7
Goa,04-08-2019 08:30,6.7
Goa,15-05-2019 08:30,7
Goa,28-06-2019 08:30,7.1
Goa,23-07-2019 08:30,7.1
Goa,19-08-2019 08:30,6.4
Goa,18-09-2019 08:30,6.8
Goa,22-11-2019 08:30,6.8
Goa,01-08-2020 08:30,6.5
Goa,14-02-2020 08:30,6.7
Goa,13-03-2020 08:30,7.3
Goa,27-04-2020 08:30,7.3
Goa,13-05-2020 08:30,7.4
Goa,06-10-2020 08:30,6.6
Goa,13-07-2020 08:30,6.6
Goa,08-12-2020 08:30,6.5
Goa,21-09-2020 08:30,6.3
Goa,16-10-2020 08:30,6.5
Goa,13-11-2020 08:30,6.5
Goa,01-01-2018 08:30,7.8
Goa,02-02-2018 08:30,7.62
Goa,03-12-2018 08:30,7.5
Goa,04-02-2018 08:30,8
Goa,05-07-2018 08:30,7.43
Goa,06-12-2018 08:30,7.45
Goa,07-02-2018 08:30,7.5
Goa,13-08-2018 08:30,7.82
Goa,09-03-2018 08:30,7.84
Goa,10-01-2018 08:30,7.9
Goa,11-02-2018 08:30,7.52
Goa,17-12-2018 08:30,6.7
Goa,01-11-2019 08:30,6.4
Goa,02-01-2019 08:30,8
Goa,19-03-2019 08:30,7.7
Goa,04-07-2019 08:30,8
Goa,13-05-2019 08:30,7.7
Goa,28-06-2019 08:30,7.5
Goa,19-07-2019 08:30,7.2
Goa,14-08-2019 08:30,7.5
Goa,18-09-2019 08:30,7.5
Goa,20-11-2019 08:30,6.1
Goa,01-07-2020 08:30,7.7
Goa,02-05-2020 08:30,7.4
Goa,03-04-2020 08:30,7.4
Goa,15-04-2020 08:30,6.8
Goa,05-06-2020 08:30,7.6
Goa,06-10-2020 08:30,7.6
Goa,07-06-2020 08:30,7.6
Goa,08-05-2020 08:30,7.2
Goa,09-09-2020 08:30,7.5
Goa,10-07-2020 08:30,7.4
Goa,11-04-2020 08:30,7.6
Goa,01-01-2018 08:30,7.81
Goa,02-02-2018 08:30,7.62
Goa,03-12-2018 08:30,7.48
Goa,04-02-2018 08:30,7.8
Goa,05-07-2018 08:30,7.16
Goa,06-12-2018 08:30,7.41
Goa,07-02-2018 08:30,6.8
Goa,13-08-2018 08:30,7.88
Goa,09-03-2018 08:30,7.86
Goa,10-01-2018 08:30,7.85
Goa,11-02-2018 08:30,7.49
Goa,17-12-2018 08:30,6.7
Goa,01-11-2019 08:30,6.3
Goa,02-01-2019 08:30,7.9
Goa,19-03-2019 08:30,7.9
Goa,13-05-2019 08:30,7.8
Goa,28-06-2019 08:30,7.5
Goa,19-07-2019 08:30,7.3
Goa,14-08-2019 08:30,7.8
Goa,18-09-2019 08:30,7.5
Goa,20-11-2019 08:30,6.1
Goa,01-07-2020 08:30,7.6
Goa,02-05-2020 08:30,7.5
Goa,03-04-2020 08:30,7.4
Goa,15-04-2020 08:30,6.9
Goa,05-06-2020 08:30,7.7
Goa,06-10-2020 08:30,7.6
Goa,07-06-2020 08:30,7.6
Goa,08-05-2020 08:30,7.4
Goa,09-09-2020 08:30,7.4
Goa,10-07-2020 08:30,7.4
Goa,11-04-2020 08:30,7.7
Goa,01-03-2018 08:30,7.07
Goa,02-07-2018 08:30,7.14
Goa,14-03-2018 08:30,6.19
Goa,04-10-2018 08:30,6.87
Goa,05-11-2018 08:30,6.98
Goa,06-06-2018 08:30,6.71
Goa,07-05-2018 08:30,7.25
Goa,20-08-2018 08:30,7.04
Goa,09-05-2018 08:30,6.57
Goa,10-12-2018 08:30,7.3
Goa,11-09-2018 08:30,7.88
Goa,18-12-2018 08:30,7.5
Goa,14-01-2019 08:30,6.6
Goa,02-05-2019 08:30,6.7
Goa,22-03-2019 08:30,6.8
Goa,23-04-2019 08:30,6.2
Goa,15-05-2019 08:30,7.2
Goa,28-06-2019 08:30,6.8
Goa,23-07-2019 08:30,6.9
Goa,19-08-2019 08:30,6.6
Goa,18-09-2019 08:30,7.8
Goa,22-11-2019 08:30,7
Goa,01-08-2020 08:30,7.2
Goa,02-07-2020 08:30,7.1
Goa,03-06-2020 08:30,7.5
Goa,20-04-2020 08:30,6.8
Goa,05-08-2020 08:30,7.4
Goa,06-05-2020 08:30,6.5
Goa,07-07-2020 08:30,6.4
Goa,08-07-2020 08:30,6.3
Goa,15-09-2020 08:30,6.5
Goa,10-09-2020 08:30,6.5
Goa,11-09-2020 08:30,6.4
Goa,12-05-2020 08:30,8.1
Goa,01-01-2018 08:30,8.07
Goa,02-02-2018 08:30,7.6
Goa,03-12-2018 08:30,7.78
Goa,04-02-2018 08:30,8.2
Goa,05-07-2018 08:30,7.7
Goa,06-12-2018 08:30,7.44
Goa,07-02-2018 08:30,6.7
Goa,13-08-2018 08:30,7.65
Goa,09-03-2018 08:30,7.65
Goa,10-01-2018 08:30,8.01
Goa,11-02-2018 08:30,7.46
Goa,17-12-2018 08:30,6.2
Goa,01-11-2019 08:30,6.4
Goa,02-01-2019 08:30,8.1
Goa,19-03-2019 08:30,7.8
Goa,04-08-2019 08:30,8.2
Goa,13-05-2019 08:30,7.7
Goa,28-06-2019 08:30,7.6
Goa,19-07-2019 08:30,7.1
Goa,14-08-2019 08:30,7.2
Goa,17-09-2019 08:30,7.2
Goa,19-11-2019 08:30,7.7
Goa,12-06-2019 08:30,7.5
Goa,01-06-2020 08:30,7.8
Goa,02-04-2020 08:30,7.7
Goa,03-03-2020 08:30,7.8
Goa,13-04-2020 08:30,7.7
Goa,05-05-2020 08:30,7.8
Goa,06-02-2020 08:30,7.6
Goa,07-03-2020 08:30,6.6
Goa,08-04-2020 08:30,6.8
Goa,09-08-2020 08:30,6.5
Goa,10-06-2020 08:30,7
Goa,11-03-2020 08:30,7.4
Goa,12-07-2020 08:30,7.88
Goa,01-05-2018 08:30,7.24
Goa,02-05-2018 08:30,6.96
Goa,16-03-2018 08:30,7.23
Goa,04-06-2018 08:30,7.1
Goa,05-11-2018 08:30,7.18
Goa,06-08-2018 08:30,8.02
Goa,07-10-2018 08:30,6.92
Goa,24-08-2018 08:30,6.72
Goa,17-09-2018 08:30,7.03
Goa,15-10-2018 08:30,7.08
Goa,11-12-2018 08:30,7
Goa,26-12-2018 08:30,6.5
Goa,01-07-2019 08:30,7.6
Goa,02-06-2019 08:30,6.4
Goa,26-03-2019 08:30,6.5
Goa,04-08-2019 08:30,7.2
Goa,21-05-2019 08:30,6.5
Goa,29-06-2019 08:30,6.4
Goa,30-07-2019 08:30,6.3
Goa,21-08-2019 08:30,7
Goa,20-09-2019 08:30,6.6
Goa,18-11-2019 08:30,6.9
Goa,01-03-2020 08:30,6.9
Goa,02-03-2020 08:30,7
Goa,03-02-2020 08:30,6.7
Goa,13-04-2020 08:30,6.7
Goa,05-04-2020 08:30,6.8
Goa,06-01-2020 08:30,6.8
Goa,07-01-2020 08:30,6.1
Goa,08-03-2020 08:30,6.6
Goa,09-07-2020 08:30,5.8
Goa,10-05-2020 08:30,6.1
Goa,11-02-2020 08:30,6.4
Goa,01-09-2018 08:30,7
Goa,02-05-2018 08:30,6.95
Goa,13-03-2018 08:30,7.2
Goa,04-09-2018 08:30,7.32
Goa,05-08-2018 08:30,7.2
Goa,06-12-2018 08:30,7.87
Goa,07-03-2018 08:30,7
Goa,14-08-2018 08:30,6.66
Goa,09-04-2018 08:30,6.76
Goa,16-10-2018 08:30,6.6
Goa,11-05-2018 08:30,6.64
Goa,21-12-2018 08:30,6.9
Goa,01-08-2019 08:30,7.5
Goa,02-04-2019 08:30,6.4
Goa,22-03-2019 08:30,7.7
Goa,18-04-2019 08:30,7
Goa,14-05-2019 08:30,7.1
Goa,06-12-2019 08:30,7.3
Goa,22-07-2019 08:30,7.1
Goa,20-08-2019 08:30,6.2
Goa,30-09-2019 08:30,7.1
Goa,25-11-2019 08:30,7
Goa,15-01-2020 08:30,6.7
Goa,18-02-2020 08:30,7.2
Goa,03-09-2020 08:30,7.2
Goa,21-04-2020 08:30,6.9
Goa,05-11-2020 08:30,7.1
Goa,06-08-2020 08:30,6.7
Goa,07-08-2020 08:30,6.3
Goa,08-10-2020 08:30,6.5
Goa,16-09-2020 08:30,6.3
Goa,10-12-2020 08:30,6.7
Goa,11-10-2020 08:30,6.9
Goa,01-03-2018 08:30,7.1
Goa,02-05-2018 08:30,7.06
Goa,13-03-2018 08:30,7.6
Goa,04-09-2018 08:30,7.22
Goa,05-08-2018 08:30,7.31
Goa,06-12-2018 08:30,7.36
Goa,07-03-2018 08:30,7.72
Goa,14-08-2018 08:30,7.1
Goa,09-04-2018 08:30,7.38
Goa,16-10-2018 08:30,7.3
Goa,11-05-2018 08:30,7
Goa,21-12-2018 08:30,6.5
Goa,01-08-2019 08:30,7.7
Goa,02-04-2019 08:30,7.4
Goa,22-03-2019 08:30,7.2
Goa,22-04-2019 08:30,7.2
Goa,14-05-2019 08:30,7.4
Goa,06-12-2019 08:30,7.5
Goa,22-07-2019 08:30,6.8
Goa,20-08-2019 08:30,6
Goa,30-09-2019 08:30,7.4
Goa,25-11-2019 08:30,7.5
Goa,12-11-2019 08:30,7.8
Goa,01-10-2020 08:30,7.6
Goa,18-02-2020 08:30,7.4
Goa,03-09-2020 08:30,7.6
Goa,22-04-2020 08:30,7.5
Goa,05-11-2020 08:30,7.8
Goa,06-08-2020 08:30,6.7
Goa,07-08-2020 08:30,6.5
Goa,08-10-2020 08:30,6.5
Goa,16-09-2020 08:30,6.4
Goa,13-10-2020 08:30,7.5
Goa,11-10-2020 08:30,7.2
Goa,01-05-2018 08:30,7.12
Goa,02-09-2018 08:30,6.77
Goa,16-03-2018 08:30,7.2
Goa,04-04-2018 08:30,6.78
Goa,14-05-2018 08:30,8.07
Goa,06-06-2018 08:30,8.45
Goa,07-05-2018 08:30,7.93
Goa,20-08-2018 08:30,6.62
Goa,09-05-2018 08:30,6.67
Goa,10-10-2018 08:30,6.8
Goa,11-09-2018 08:30,7.52
Goa,18-12-2018 08:30,7.4
Goa,14-01-2019 08:30,6.5
Goa,02-05-2019 08:30,6.6
Goa,22-03-2019 08:30,6.4
Goa,04-08-2019 08:30,7.7
Goa,15-05-2019 08:30,7
Goa,28-06-2019 08:30,6.7
Goa,23-07-2019 08:30,6.5
Goa,19-08-2019 08:30,6.4
Goa,18-09-2019 08:30,6.9
Goa,22-11-2019 08:30,6.4
Goa,12-10-2019 08:30,6.4
Goa,01-08-2020 08:30,6.2
Goa,02-07-2020 08:30,7.4
Goa,03-06-2020 08:30,7.3
Goa,20-04-2020 08:30,6.9
Goa,05-08-2020 08:30,7.2
Goa,06-05-2020 08:30,6.3
Goa,07-07-2020 08:30,6.3
Goa,08-07-2020 08:30,6.2
Goa,15-09-2020 08:30,6.5
Goa,10-09-2020 08:30,6.2
Goa,11-09-2020 08:30,6.1
Goa,14-05-2018 08:30,7.78
Goa,06-08-2018 08:30,7.93
Goa,13-07-2018 08:30,6.43
Goa,21-08-2018 08:30,6.82
Goa,17-09-2018 08:30,6.88
Goa,10-10-2018 08:30,6.7
Goa,11-12-2018 08:30,6.53
Goa,18-12-2018 08:30,7.9
Goa,02-06-2019 08:30,6
Goa,29-06-2019 08:30,6.4
Goa,29-07-2019 08:30,6.4
Goa,20-08-2019 08:30,8.1
Goa,17-09-2019 08:30,6.8
Goa,20-11-2019 08:30,7.3
Goa,02-05-2020 08:30,Other
Goa,03-04-2020 08:30,Other
Goa,06-03-2020 08:30,7
Goa,07-06-2020 08:30,7
Goa,08-05-2020 08:30,7.3
Goa,09-09-2020 08:30,7.1
Goa,10-07-2020 08:30,7.2
Goa,11-04-2020 08:30,7.2
Goa,01-08-2018 08:30,7.07
Goa,02-12-2018 08:30,6.99
Goa,19-03-2018 08:30,6.92
Goa,04-04-2018 08:30,7.55
Goa,14-05-2018 08:30,6.77
Goa,06-11-2018 08:30,7.1
Goa,07-09-2018 08:30,7.19
Goa,21-08-2018 08:30,7.16
Goa,19-09-2018 08:30,7.41
Goa,10-05-2018 08:30,7.1
Goa,13-11-2018 08:30,7.79
Goa,21-12-2018 08:30,7.7
Goa,01-09-2019 08:30,7.1
Goa,02-08-2019 08:30,8
Goa,20-03-2019 08:30,6.7
Goa,16-04-2019 08:30,6.4
Goa,27-05-2019 08:30,7
Goa,29-06-2019 08:30,7.4
Goa,30-07-2019 08:30,6.5
Goa,16-08-2019 08:30,6.5
Goa,16-09-2019 08:30,7
Goa,19-11-2019 08:30,7.2
Goa,01-06-2020 08:30,7.6
Goa,02-04-2020 08:30,7.4
Goa,03-03-2020 08:30,7.3
Goa,15-04-2020 08:30,7.4
Goa,05-05-2020 08:30,7.3
Goa,06-02-2020 08:30,7.5
Goa,07-03-2020 08:30,6.5
Goa,08-04-2020 08:30,6.9
Goa,09-08-2020 08:30,6.9
Goa,10-06-2020 08:30,6.7
Goa,11-03-2020 08:30,6.8
Goa,12-08-2020 08:30,6.72
Goa,17-04-2019 08:30,6.1
Goa,13-05-2019 08:30,6.7
Goa,28-06-2019 08:30,6.2
Goa,19-07-2019 08:30,6.7
Goa,14-08-2019 08:30,7.1
Goa,18-09-2019 08:30,5.9
Goa,20-11-2019 08:30,6.1
Goa,12-09-2019 08:30,6.4
Goa,01-07-2020 08:30,7.1
Goa,02-05-2020 08:30,6.8
Goa,20-03-2020 08:30,7.6
Goa,15-04-2020 08:30,8.4
Goa,05-06-2020 08:30,7.8
Goa,06-10-2020 08:30,6.8
Goa,07-06-2020 08:30,6.5
Goa,08-05-2020 08:30,6
Goa,09-09-2020 08:30,6.5
Goa,10-07-2020 08:30,6
Goa,11-04-2020 08:30,6.2
Goa,06-12-2018 08:30,7.19
Goa,07-02-2018 08:30,7
Goa,13-08-2018 08:30,7.69
Goa,09-03-2018 08:30,7.78
Goa,10-01-2018 08:30,8.09
Goa,11-02-2018 08:30,7.45
Goa,17-12-2018 08:30,6.8
Goa,01-11-2019 08:30,6.6
Goa,02-01-2019 08:30,8
Goa,19-03-2019 08:30,7.9
Goa,26-04-2019 08:30,8
Goa,13-05-2019 08:30,7.7
Goa,29-06-2019 08:30,7.5
Goa,19-07-2019 08:30,7.3
Goa,14-08-2019 08:30,7.5
Goa,17-09-2019 08:30,7.8
Goa,19-11-2019 08:30,7.9
Goa,01-06-2020 08:30,7.7
Goa,02-04-2020 08:30,7.9
Goa,03-03-2020 08:30,8
Goa,13-04-2020 08:30,7.8
Goa,05-05-2020 08:30,7.9
Goa,06-02-2020 08:30,7.8
Goa,07-03-2020 08:30,7.9
Goa,08-04-2020 08:30,7.2
Goa,09-08-2020 08:30,7.6
Goa,10-06-2020 08:30,7.6
Goa,11-03-2020 08:30,7.7
Goa,12-07-2020 08:30,7.86
Goa,06-11-2018 08:30,7.99
Goa,07-12-2018 08:30,7.7
Goa,13-08-2018 08:30,7.95
Goa,09-03-2018 08:30,8.09
Goa,10-01-2018 08:30,7.88
Goa,11-02-2018 08:30,7.36
Goa,17-12-2018 08:30,7.4
Goa,01-11-2019 08:30,7.5
Goa,02-01-2019 08:30,7.3
Goa,19-03-2019 08:30,7.8
Goa,26-04-2019 08:30,8.1
Goa,13-05-2019 08:30,7.8
Goa,28-06-2019 08:30,7.7
Goa,19-07-2019 08:30,7.4
Goa,14-08-2019 08:30,7.8
Goa,18-09-2019 08:30,7.8
Goa,20-11-2019 08:30,6.2
Goa,12-06-2019 08:30,8.1
Goa,01-07-2020 08:30,7.9
Goa,02-05-2020 08:30,7.9
Goa,03-04-2020 08:30,7.9
Goa,15-04-2020 08:30,7.7
Goa,05-06-2020 08:30,7.9
Goa,06-10-2020 08:30,7.8
Goa,07-06-2020 08:30,7.8
Goa,08-05-2020 08:30,6.7
Goa,09-09-2020 08:30,7.8
Goa,10-07-2020 08:30,7.6
Goa,11-04-2020 08:30,7.7
Goa,06-08-2018 08:30,8.23
Goa,13-07-2018 08:30,7.61
Goa,21-08-2018 08:30,7.99
Goa,17-09-2018 08:30,8.05
Goa,10-12-2018 08:30,8.1
Goa,11-12-2018 08:30,7.71
Goa,18-12-2018 08:30,7.4
Goa,01-11-2019 08:30,8
Goa,02-06-2019 08:30,7.5
Goa,25-03-2019 08:30,8.1
Goa,26-04-2019 08:30,8.1
Goa,20-05-2019 08:30,7.9
Goa,29-06-2019 08:30,7.5
Goa,30-07-2019 08:30,7.4
Goa,20-08-2019 08:30,7.9
Goa,17-09-2019 08:30,7.7
Goa,19-11-2019 08:30,7.6
Goa,01-06-2020 08:30,7.9
Goa,02-11-2020 08:30,7.8
Goa,03-11-2020 08:30,7.9
Goa,24-04-2020 08:30,8
Goa,05-12-2020 08:30,7.9
Goa,06-09-2020 08:30,7.8
Goa,07-10-2020 08:30,7.7
Goa,08-11-2020 08:30,7.5
Goa,18-09-2020 08:30,7.8
Goa,14-10-2020 08:30,7.6
Goa,11-11-2020 08:30,7.7
Goa,04-03-2018 08:30,5.98
Goa,17-10-2018 08:30,5.5
Goa,04-12-2019 08:30,6.5
Goa,10-12-2020 08:30,4.7
Goa,04-03-2018 08:30,6.65
Goa,17-10-2018 08:30,6.7
Goa,04-12-2019 08:30,6.5
Goa,24-04-2020 08:30,7.5
Goa,10-12-2020 08:30,5.4
Goa,04-02-2018 08:30,6.6
Goa,10-01-2018 08:30,8.3
Goa,04-09-2019 08:30,7.3
Goa,24-04-2020 08:30,6.4
Goa,10-07-2020 08:30,7.2
Goa,04-04-2018 08:30,6.49
Goa,10-12-2018 08:30,7.1
Goa,15-04-2019 08:30,7.1
Goa,14-10-2020 08:30,6.6
Goa,04-04-2018 08:30,6.79
Goa,10-05-2018 08:30,6.7
Goa,15-04-2019 08:30,7.1
Goa,15-04-2020 08:30,7.4
Goa,10-06-2020 08:30,6.2
Goa,15-04-2019 08:30,6.3
Goa,01-08-2018 08:30,7.47
Goa,02-12-2018 08:30,6.98
Goa,19-03-2018 08:30,7.51
Goa,04-04-2018 08:30,7.35
Goa,14-05-2018 08:30,7.27
Goa,06-11-2018 08:30,7
Goa,07-09-2018 08:30,6.98
Goa,21-08-2018 08:30,6.7
Goa,19-09-2018 08:30,6.62
Goa,10-05-2018 08:30,7.6
Goa,13-11-2018 08:30,7.3
Goa,21-12-2018 08:30,7.3
Goa,01-09-2019 08:30,7.7
Goa,02-08-2019 08:30,7
Goa,20-03-2019 08:30,7.8
Goa,04-08-2019 08:30,7
Goa,27-05-2019 08:30,8.1
Goa,29-06-2019 08:30,7.3
Goa,22-07-2019 08:30,7.1
Goa,20-08-2019 08:30,6.3
Goa,30-09-2019 08:30,7.5
Goa,19-11-2019 08:30,6.5
Goa,01-06-2020 08:30,7.4
Goa,02-11-2020 08:30,7.7
Goa,03-11-2020 08:30,7.6
Goa,24-04-2020 08:30,7.5
Goa,05-12-2020 08:30,7.5
Goa,06-09-2020 08:30,7.1
Goa,07-10-2020 08:30,7.1
Goa,08-11-2020 08:30,7.4
Goa,18-09-2020 08:30,7
Goa,14-10-2020 08:30,7.3
Goa,11-11-2020 08:30,7.1
Goa,01-09-2018 08:30,6.9
Goa,02-05-2018 08:30,6.9
Goa,13-03-2018 08:30,7
Goa,04-09-2018 08:30,7.2
Goa,05-08-2018 08:30,7.4
Goa,06-12-2018 08:30,8.08
Goa,07-04-2018 08:30,7.11
Goa,14-08-2018 08:30,7.08
Goa,09-04-2018 08:30,6.42
Goa,16-10-2018 08:30,6.6
Goa,11-05-2018 08:30,6.62
Goa,21-12-2018 08:30,6.4
Goa,01-08-2019 08:30,6.8
Goa,02-04-2019 08:30,6.6
Goa,22-03-2019 08:30,6.7
Goa,18-04-2019 08:30,7.2
Goa,14-05-2019 08:30,7.3
Goa,06-12-2019 08:30,7.3
Goa,22-07-2019 08:30,7.1
Goa,20-08-2019 08:30,6.4
Goa,30-09-2019 08:30,7.6
Goa,25-11-2019 08:30,6.9
Goa,15-01-2020 08:30,6.8
Goa,18-02-2020 08:30,7.5
Goa,03-09-2020 08:30,7.1
Goa,21-04-2020 08:30,6.7
Goa,05-11-2020 08:30,7.2
Goa,06-08-2020 08:30,6.8
Goa,07-08-2020 08:30,6.4
Goa,08-10-2020 08:30,6.5
Goa,16-09-2020 08:30,6.2
Goa,10-12-2020 08:30,6.3
Goa,11-10-2020 08:30,6.8
Gujarat,01-02-2020 08:30,7.4
Gujarat,02-07-2020 08:30,7.6
Gujarat,03-04-2020 08:30,7.5
Gujarat,04-04-2020 08:30,7.2
Gujarat,05-01-2020 08:30,8.2
Gujarat,06-02-2020 08:30,7.3
Gujarat,08-05-2020 08:30,7.9
Gujarat,09-02-2020 08:30,7.4
Gujarat,10-05-2020 08:30,7.2
Gujarat,11-03-2020 08:30,7.4
Gujarat,12-02-2020 08:30,7.3
